"Type","au_id_k","au_lname_s","au_lname_t","au_fname_s","au_fname_t","phone_s","phone_t","address_s","address_t","city_s","city_t","state_s","state_t","zip_s","zip_t","contract_s","contract_t"
"In1","928-24-4124","Owens","","Gina","","357-5386347","","122 Clarendon Road","","Corpus Christi","","RI","","21657","","True",""
"In1","928-41-0940","Wilkerson","","Alicia","","155-154-4555","","94 Green Old Boulevard","","Mesa","","FL","","36887","","True",""
"In1","929-32-9841","Franco","","Isabel","","525896-6859","","592 White Hague Freeway","","Colorado","","AL","","35573","","True",""
"In1","931-30-0760","Kaufman","","Salvatore","","430-8947072","","618 Oak Avenue","","Dallas","","TX","","71695","","True",""
"In1","931-73-9626","Blake","","Betsy","","476041-5407","","40 North Second Drive","","Houston","","KY","","28005","","True",""
"In1","933-48-7728","Stein","","Todd","","010287-5793","","495 West Nobel Parkway","","Jackson","","OH","","75733","","True",""
"In1","934-10-3289","Sparks","","Liza","","9971570777","","533 North Second Road","","Detroit","","MI","","85006","","False",""
"In1","934-30-1352","Woodard","","Dan","","147-202-4397","","836 White Nobel Parkway","","Wichita","","HI","","63565","","True",""
"In1","934-40-0745","Schmitt","","Arnold","","1354290964","","65 Green Fabien St.","","Buffalo","","NH","","74567","","False",""
"In1","935-61-0028","Mata","","Nicolas","","666-148-0604","","70 South Oak Way","","Aurora","","WV","","31155","","True",""
"In1","937-31-1446","Maldonado","","Greg","","182413-2756","","571 Oak Street","","Fremont","","FL","","79805","","True",""
"In1","938-16-1241","Rose","","Cristina","","9053522151","","47 North Nobel Drive","","Montgomery","","KY","","45477","","False",""
"In1","939-56-8639","Donovan","","Leroy","","608787-5674","","589 Milton Blvd.","","Raleigh","","NJ","","96197","","False",""
"In1","940-01-3048","Duarte","","Dean","","278556-7912","","42 Cowley Way","","Des Moines","","MD","","75324","","True",""
"In1","940-05-3547","Jefferson","","Melvin","","356-7425613","","319 Rocky First Way","","Detroit","","ID","","17747","","True",""
"In1","941-82-0779","Clements","","Lorraine","","748754-8907","","<NULL>","","<NULL>","","TX","","28097","","True",""
"In1","944-42-5925","Sharp","","Angelica","","182-121-7946","","499 South Green New Way","","Oakland","","OK","","55363","","False",""
"In1","944-95-1816","Walton","","Jamie","","463586-2337","","909 Rocky Second Freeway","","Wichita","","GA","","41139","","False",""
"In1","946-05-1328","Velazquez","","Sheila","","199067-6009","","297 Green Milton Boulevard","","Oklahoma","","NJ","","36708","","False",""
"In1","948-15-8197","Benjamin","","Alexandra","","596-750-5783","","63 Cowley Blvd.","","Minneapolis","","KS","","22392","","False",""
"In1","950-28-7917","Hunter","","Scott","","8810459620","","17 New Freeway","","Colorado","","<NULL>","","10148","","False",""
"In1","953-57-3446","Love","","Dorothy","","745004-9701","","64 East Fabien Drive","","Mobile","","SD","","30554","","True",""
"In1","955-16-4210","Pham","","Trevor","","079192-2502","","79 Old Street","","Garland","","ND","","77178","","True",""
"In1","955-90-2791","Khan","","Norman","","6373150095","","42 Rocky New Parkway","","Chicago","","NV","","57763","","True",""
"In1","958-11-1429","Sexton","","Ellen","","845-9191354","","512 Oak Boulevard","","Montgomery","","MN","","47769","","True",""
"In1","959-14-7180","Irwin","","Melody","","776-8649804","","81 Fabien St.","","Toledo","","KS","","20923","","False",""
"In1","959-73-6815","Shelton","","Louis","","502596-9041","","72 Second Street","","Des Moines","","OK","","75686","","True",""
"In1","959-81-0257","Houston","","Jack","","767-2833779","","563 Rocky Milton Blvd.","","Yonkers","","ME","","70940","","False",""
"In1","960-27-5231","Mc Mahon","","Allison","","5220967068","","64 Fabien Drive","","Mesa","","NM","","33305","","True",""
"In1","961-74-1618","Atkins","","Jamey","","614-461-9774","","25 White Milton Drive","","Bakersfield","","WA","","38996","","True",""
"In1","964-17-3559","Shaffer","","Nicolas","","277-325-1606","","916 North Fabien Avenue","","Columbus","","CA","","82461","","True",""
"In1","964-28-3993","Munoz","","Rocky","","009-560-0606","","38 South White Second Street","","Milwaukee","","SD","","83838","","False",""
"In1","964-67-8488","Phelps","","Sherman","","415-121-7674","","178 Green Milton Parkway","","Columbus","","NC","","69234","","False",""
"In1","966-20-7473","Lucas","","Jimmie","","229-1665022","","73 Rocky Clarendon Parkway","","Arlington","","IA","","69621","","False",""
"In1","967-35-1015","Mccarty","","Scot","","065-747-6569","","11 West Nobel Parkway","","San Francisco","","AR","","51431","","False",""
"In1","968-37-8950","Fowler","","Cheryl","","841-510-2213","","615 South Rocky First Boulevard","","Tampa","","NV","","70025","","True",""
"In1","970-48-5487","Valentine","","Mary","","6737943466","","293 Green Old Street","","Stockton","","WV","","15483","","True",""
"In1","970-83-5730","Wang","","Andrea","","985-7439138","","54 Green New Avenue","","Raleigh","","RI","","43459","","True",""
"In1","971-68-3219","Hayes","","Rex","","466-139-4898","","133 Rocky Nobel Road","","Louisville","","CO","","78252","","True",""
"In1","972-69-4030","Browning","","Ross","","9011576559","","41 White Fabien Avenue","","Rochester","","ID","","<NULL>","","False",""
"In1","974-48-9149","Mccoy","","Shauna","","3829379432","","875 First Drive","","Philadelphia","","WA","","67286","","True",""
"In1","975-06-0011","Small","","Charles","","934-361-9401","","288 Milton Parkway","","Fort Wayne","","SD","","77764","","False",""
"In1","975-11-3378","Brandt","","Wayne","","618-3818000","","27 West Green Old Parkway","","Newark","","ME","","09229","","True",""
"In1","975-59-4709","Gray","","Yvonne","","763-104-0225","","24 Rocky Second Freeway","","Arlington","","AR","","22904","","False",""
"In1","975-82-6656","Zhang","","Kendrick","","102-3138560","","886 West Oak Blvd.","","Pittsburgh","","LA","","70903","","False",""
"In1","978-28-4691","Mccall","","Terry","","4295175061","","69 Green Clarendon Drive","","Boston","","NM","","62576","","True",""
"In1","978-51-7372","Small","","Antonio","","946274-1160","","93 New St.","","Honolulu","","NY","","54461","","True",""
"In1","979-11-6846","Bradshaw","","Marjorie","","382-5630434","","42 Hague St.","","Corpus Christi","","PA","","02257","","True",""
"In1","979-52-6650","Terrell","","Gilberto","","026-882-8742","","902 White Oak Blvd.","","Honolulu","","NH","","76371","","True",""
"In1","981-57-6922","Rivas","","Leigh","","0840152591","","566 West Green Nobel St.","","Santa Ana","","MD","","17732","","False",""
"In1","981-94-6955","Krueger","","Dina","","2627326959","","62 East Rocky New Drive","","Houston","","MN","","50870","","True",""
"In1","982-59-0513","Murray","","Virginia","","743785-1842","","249 South Hague Blvd.","","Anchorage","","HI","","00190","","False",""
"In1","984-11-2324","Cabrera","","Vernon","","711-619-1261","","321 Green Nobel Freeway","","Jackson","","GA","","11248","","False",""
"In1","984-71-6608","Maxwell","","Aisha","","4895883559","","568 Second Parkway","","Norfolk","","NH","","98849","","False",""
"In1","984-89-8983","Winters","","Jorge","","250-0357306","","36 South Green First Blvd.","","El Paso","","KY","","40359","","True",""
"In1","986-86-5250","Hubbard","","Guadalupe","","5576489040","","377 Fabien Boulevard","","Pittsburgh","","NY","","16410","","False",""
"In1","987-22-2817","Miller","","Megan","","078-032-6702","","77 South Fabien Freeway","","Louisville","","AZ","","76110","","True",""
"In1","989-31-3825","Johnston","","Roland","","7387847715","","<NULL>","","Rochester","","FL","","79511","","True",""
"In1","990-26-6974","Wade","","Kristie","","185-496-2809","","90 North Nobel Boulevard","","Akron","","DE","","75714","","True",""
"In1","990-64-0735","Doyle","","Shelia","","527246-2009","","883 New Avenue","","Pittsburgh","","MO","","80993","","True",""
"In1","991-05-1443","Levy","","Monte","","848-0884501","","63 White Second Blvd.","","Anchorage","","KS","","01189","","False",""
"In1","991-94-7876","David","","Jami","","153-542-5968","","716 Rocky New Freeway","","Omaha","","FL","","66552","","True",""
"In1","993-78-5423","Dunlap","","Abel","","390-107-6009","","966 Cowley Freeway","","Des Moines","","NC","","37687","","False",""
"In1","993-90-9019","Ali","","Jasmine","","267-7372853","","79 West New Road","","Des Moines","","PA","","54989","","True",""
"In1","995-43-0966","Newman","","Anna","","237061-8765","","428 Rocky New Freeway","","Long Beach","","AL","","05718","","False",""
"In1","998-12-5347","Velazquez","","Daniel","","1212126320","","694 South Fabien Avenue","","El Paso","","FL","","10154","","True",""
"In1","998-16-8105","Kaufman","","Nikki","","110605-1415","","363 Green Nobel St.","","Richmond","","GA","","92864","","False",""
"In1","998-96-0909","Trujillo","","Perry","","176-849-8171","","574 Rocky Hague Way","","Toledo","","MA","","81639","","True",""
"In1","999-07-5161","Franco","","Lakesha","","733-2574983","","41 Oak Road","","San Jose","","SC","","86045","","False",""
"In1","999-34-2854","Marsh","","Sophia","","855539-5559","","82 North Rocky Oak Parkway","","Tacoma","","UT","","83310","","True",""
"In1","999-86-4867","Mc Knight","","Russell","","684811-0635","","<NULL>","","Austin","","MO","","16575","","False",""
"In1","999-88-1684","Stokes","","Autumn","","465-098-2764","","82 East Nobel St.","","Fort Wayne","","MA","","94828","","False",""
