"Type","emp_id_k","fname_s","fname_t","minit_s","minit_t","lname_s","lname_t","job_id_s","job_id_t","job_lvl_s","job_lvl_t","pub_id_s","pub_id_t","hire_date_s","hire_date_t"
"In1","BRH97832M","Ian","","S","","Clark","","5","","172","","1622","","15/05/2010 22:05:40",""
"In1","BRI57051F","Yesenia","","B","","Keller","","9","","75","","0877","","30/09/2019 00:42:54",""
"In1","BRK14927F","Alyssa",""," ","","Suarez","","11","","150","","0736","","31/01/2018 21:35:19",""
"In1","BRO42151M","Kellie",""," ","","Brown","","5","","198","","9952","","12/07/2005 09:24:53",""
"In1","BRQ37208M","Mia","","R","","Lester","","11","","150","","0877","","08/09/2012 18:59:31",""
"In1","BRQ81376F","Naomi","","D","","Snyder","","9","","170","","9901","","01/12/2016 09:25:54",""
"In1","BRT59029F","Lloyd",""," ","","Holmes","","11","","112","","9999","","11/03/2004 08:04:00",""
"In1","B-S53691M","Jenna","","D","","Vasquez","","8","","101","","9901","","30/04/2013 21:47:27",""
"In1","BSC62685M","Betsy",""," ","","Marks","","10","","87","","9901","","28/07/2013 05:53:13",""
"In1","BSL25649M","Lauren",""," ","","Kaiser","","7","","120","","9901","","04/08/2013 07:44:07",""
"In1","BSU57265F","Andrea","","H","","Combs","","7","","135","","9952","","30/03/2001 11:49:15",""
"In1","BSU85161M","Alisa","","O","","Guerra","","11","","112","","0877","","08/12/2017 02:03:42",""
"In1","B-T33870F","Faith",""," ","","Gill","","12","","32","","0877","","27/07/2008 08:33:42",""
"In1","BTF59408M","Eric","","D","","Bray","","7","","120","","9901","","01/01/2008 10:45:06",""
"In1","BTO73576M","Christie","","T","","Wilkerson","","3","","200","","0736","","19/11/2007 05:24:33",""
"In1","BTS39962M","Ruth",""," ","","O'Neill","","5","","246","","1389","","31/05/2013 19:24:02",""
"In1","BTT64588M","Jonathon","","S","","Marquez","","8","","101","","9952","","28/11/2011 02:38:59",""
"In1","BTV80770M","Karin","","G","","Hess","","13","","64","","9901","","28/05/2006 23:53:25",""
"In1","BTY97751F","Jonathon","","O","","Stuart","","2","","215","","9901","","02/05/2003 22:53:30",""
"In1","BUB30979F","Kenneth",""," ","","Frey","","2","","215","","9901","","03/09/2011 19:11:48",""
"In1","BUM85024M","Brian",""," ","","Fuentes","","6","","192","","1622","","29/10/2002 11:18:50",""
"In1","BUO10347M","Yvonne",""," ","","Bartlett","","11","","75","","1389","","14/03/2014 18:30:39",""
"In1","BUQ23215M","Rachelle","","D","","Lindsey","","12","","32","","9952","","02/08/2005 04:24:16",""
"In1","BUR31521M","Devin",""," ","","O'Connor","","13","","64","","0736","","28/06/2015 10:04:52",""
"In1","BUS10900M","Norma",""," ","","Blake","","6","","152","","1756","","12/07/2006 19:55:13",""
"In1","BVH49321F","Rhonda",""," ","","Fleming","","13","","100","","0877","","16/01/2002 00:44:39",""
"In1","BVT22592F","Nelson",""," ","","Dennis","","8","","125","","0877","","24/11/2010 19:59:25",""
"In1","BVY95901F","Alana","","R","","Nixon","","6","","140","","1622","","15/03/2016 05:13:09",""
"In1","BWE50562M","Lawrence","","C","","Burton","","12","","32","","9999","","07/02/2004 00:31:36",""
"In1","BWF67284F","Shelby",""," ","","Newman","","6","","140","","1622","","04/06/2008 18:34:47",""
"In1","BWG80280F","Alicia",""," ","","Kelley","","8","","125","","0736","","05/01/2000 13:16:10",""
"In1","BWN98993F","Stephan","","R","","Barron","","5","","211","","9901","","28/10/2009 08:15:22",""
"In1","BWT32805M","Clint",""," ","","Hays","","2","","215","","1622","","21/09/2003 18:48:08",""
"In1","B-X67084M","Grace",""," ","","Gross","","11","","150","","0736","","13/11/2002 06:49:46",""
"In1","BXC10793M","Serena",""," ","","Griffith","","12","","35","","9952","","29/11/2007 11:58:08",""
"In1","BXD52384M","Raymond","","S","","Sullivan","","2","","215","","9952","","08/12/2016 16:01:56",""
"In1","BXF63267M","Lawrence","","O","","Bowman","","13","","35","","9999","","11/12/2004 04:03:56",""
"In1","BXM87435M","Erica","","F","","Barnett","","13","","100","","9952","","28/03/2013 03:38:20",""
"In1","BXR43593F","Morgan","","P","","Munoz","","10","","165","","1622","","03/01/2003 06:34:16",""
"In1","BXT39963F","Jamal",""," ","","Hall","","7","","120","","0877","","22/08/2004 06:27:01",""
"In1","BXV72020M","Rhonda","","C","","Fowler","","11","","150","","9952","","15/01/2019 19:23:21",""
"In1","BXW71686M","Guillermo",""," ","","Steele","","2","","215","","0877","","22/02/2012 23:47:54",""
"In1","BYC50884M","Dana","","O","","Fuentes","","13","","64","","1756","","29/05/2003 03:23:10",""
"In1","BYL28478F","Heather","","H","","Salas","","7","","195","","0736","","06/09/2019 13:15:47",""
"In1","BYM27024M","Evelyn","","C","","Mc Donald","","5","","172","","0877","","09/01/2008 11:11:12",""
"In1","BYM55770M","Jake",""," ","","Compton","","13","","64","","9901","","23/06/2006 09:02:40",""
"In1","BYP58316M","Chester","","F","","Eaton","","8","","125","","9901","","12/04/2010 13:45:15",""
"In1","BYY97040F","Roberta","","T","","Burton","","14","","100","","9901","","07/11/2013 07:08:00",""
"In1","BZB23096M","Misty","","R","","Parrish","","13","","100","","1389","","08/02/2014 20:50:11",""
"In1","BZD78592M","Terry","","P","","Morales","","5","","172","","0736","","01/11/2000 06:27:43",""
"In1","BZK90536M","Patricia","","M","","Ruiz","","12","","100","","1756","","28/06/2019 14:27:38",""
"In1","BZM87385F","Jeffrey",""," ","","Suarez","","11","","150","","0877","","21/06/2003 19:17:27",""
"In1","BZQ70527M","Earl","","O","","Dennis","","4","","227","","1622","","23/04/2016 02:06:52",""
"In1","BZW48216M","Lorenzo",""," ","","Larson","","14","","89","","9901","","29/11/2012 18:03:08",""
"In1","CAB73643F","Felipe","","O","","Joyce","","11","","75","","9952","","24/04/2016 02:27:15",""
"In1","CAD42629M","Donnie","","U","","Novak","","12","","32","","1622","","08/05/2017 05:58:45",""
"In1","CAG22506M","Chad",""," ","","Hebert","","6","","192","","9901","","09/07/2018 05:14:49",""
"In1","CAO85928M","Johnathan",""," ","","French","","2","","215","","1389","","03/05/2004 18:52:11",""
"In1","CAR36818M","Carlos",""," ","","Davies","","10","","75","","9952","","10/03/2012 07:11:51",""
"In1","CAT23341F","Calvin",""," ","","Orr","","5","","159","","0736","","04/04/2010 19:10:28",""
"In1","CAU86197M","Katrina","","D","","Martin","","5","","198","","0877","","12/12/2007 19:00:59",""
"In1","CAV63877F","Alexis","","E","","Benson","","3","","200","","1756","","16/03/2002 11:51:34",""
"In1","CBB16518F","Naomi","","C","","Gonzalez","","13","","64","","0877","","15/08/2009 10:23:33",""
"In1","CBI38824F","Darrick",""," ","","Anthony","","9","","78","","1389","","25/04/2005 12:15:43",""
"In1","CBO53975M","Joshua","","R","","Harris","","10","","165","","1622","","05/09/2013 10:30:46",""
"In1","CBO71828F","Vanessa",""," ","","May","","11","","75","","0877","","19/05/2016 20:46:13",""
"In1","CBO73007M","Felix","","E","","Matthews","","5","","198","","1389","","20/12/2004 14:06:31",""
"In1","CBX53883F","Diane","","H","","Whitney","","5","","172","","1756","","28/12/2003 21:05:30",""
"In1","CCA40234F","Candy",""," ","","Pope","","11","","150","","1756","","06/08/2010 21:41:32",""
"In1","CCP17741M","Clayton",""," ","","Mc Lean","","14","","89","","1622","","22/11/2012 20:51:36",""
"In1","CCY76598F","Dianna",""," ","","Sharp","","14","","100","","9952","","13/03/2015 11:57:44",""
"In1","CCZ60195M","Mark","","V","","Boyd","","14","","89","","0736","","18/07/2003 22:11:28",""
"In1","C-D31867F","Owen","","C","","Mcfarland","","10","","75","","0877","","09/08/2001 22:27:04",""
"In1","C-D56145F","Greg","","D","","Rivas","","12","","100","","0877","","02/08/2016 01:31:56",""
"In1","CDA45048F","Nelson",""," ","","Sims","","10","","87","","9999","","28/01/2003 18:40:45",""
"In1","CDF58866F","Douglas","","H","","Stephenson","","5","","211","","9901","","24/03/2007 03:01:29",""
"In1","CDL17887F","Tonia",""," ","","Huffman","","5","","150","","9952","","10/07/2004 13:14:45",""
"In1","CDV33572F","Desiree",""," ","","Cisneros","","7","","120","","0736","","14/10/2011 18:50:43",""
"In1","C-E48519M","Armando",""," ","","Everett","","12","","32","","0736","","27/11/2013 23:38:19",""
"In1","CEB26841F","Norman",""," ","","Ball","","6","","152","","1389","","16/11/2008 09:54:49",""
"In1","CEC21303F","Christine","","P","","Kemp","","12","","35","","9901","","03/02/2019 08:51:13",""
"In1","CEU53936F","Jeanette","","C","","Hart","","13","","100","","1389","","19/01/2012 22:13:24",""
"In1","CEY45879M","Leticia",""," ","","Fischer","","13","","35","","9999","","16/10/2002 05:02:34",""
"In1","CFC55342M","Gavin",""," ","","Padilla","","7","","195","","1756","","22/11/2002 04:30:57",""
"In1","CFE19631M","Dante",""," ","","Ashley","","7","","120","","0736","","04/03/2003 22:16:14",""
"In1","CFF39229F","Chandra",""," ","","Wolfe","","13","","100","","9952","","09/05/2018 05:24:50",""
"In1","CFO56034F","Jerome","","A","","Lester","","5","","172","","1622","","20/02/2017 16:02:43",""
"In1","CFP82119M","Terrance","","P","","Cannon","","9","","170","","1622","","23/07/2017 20:58:00",""
"In1","CFS22973M","Melody",""," ","","Mays","","10","","75","","9901","","05/01/2017 03:12:41",""
"In1","CFW47761F","Sherri",""," ","","Sherman","","10","","165","","1756","","08/10/2005 11:58:47",""
"In1","CFZ98179M","Leroy","","Q","","Roberts","","14","","89","","1389","","30/11/2010 18:01:40",""
"In1","C-G34110M","Andrew","","<NULL>","","Mayer","","3","","200","","1756","","22/06/2009 07:57:13",""
"In1","C-G69966F","Gretchen",""," ","","Tucker","","7","","120","","0877","","05/10/2002 13:28:13",""
"In1","CGB70195F","Elijah",""," ","","Walton","","2","","215","","9999","","11/03/2006 19:44:24",""
"In1","CGO97215F","Diana","","H","","Gutierrez","","6","","220","","1389","","19/02/2003 10:54:24",""
"In1","CGP20154M","Renee","","H","","Barnes","","13","","35","","9901","","23/02/2017 22:33:10",""
"In1","CGR70269M","Oscar","","O","","Conley","","9","","75","","0736","","14/02/2019 08:42:33",""
"In1","CGY21069M","Nora","","H","","Daniel","","13","","35","","9901","","22/09/2004 02:46:36",""
"In1","CHA10248M","Quincy",""," ","","Barrett","","14","","100","","9999","","17/06/2004 22:54:17",""
"In1","CHE84316M","Terrence","","A","","Barnes","","14","","100","","1389","","19/09/2002 22:31:01",""
"In1","CHL42945F","Spencer",""," ","","Randall","","12","","100","","9999","","06/07/2016 02:30:40",""
"In1","CHL56189F","Amie","","S","","Durham","","14","","35","","9999","","21/08/2013 18:46:37",""
"In1","CHM53023M","Mike",""," ","","Holmes","","7","","120","","1622","","26/11/2015 16:47:53",""
"In1","CHO18495M","Bryan","","E","","Lopez","","10","","80","","0877","","11/05/2017 02:23:53",""
"In1","CHX91294M","Aaron","","K","","Mccann","","3","","200","","1389","","29/04/2015 06:37:37",""
"In1","CHZ73220M","Susana","","C","","Mccall","","10","","80","","9952","","27/04/2003 00:48:18",""
"In1","CIA50362F","Donnie","","A","","Rich","","7","","120","","0877","","25/09/2002 00:56:46",""
"In1","CID47156M","Elizabeth","","T","","Alexander","","5","","246","","0736","","07/07/2015 13:50:36",""
"In1","CIH10582M","Marjorie","","D","","Parsons","","3","","200","","9999","","11/07/2016 01:53:10",""
"In1","CIJ59932M","Patrice","","A","","Rivers","","8","","125","","1756","","11/07/2013 08:21:49",""
"In1","CIJ60755F","Keri","","A","","Houston","","13","","64","","0877","","04/07/2015 06:55:35",""
"In1","CIK26591M","Naomi",""," ","","Kline","","8","","125","","9901","","02/01/2010 04:44:56",""
"In1","CIQ27966F","Yvette","","E","","Bentley","","5","","246","","9999","","25/11/2005 17:51:40",""
"In1","CIR71743F","Ginger","","S","","Drake","","6","","192","","9901","","13/05/2003 13:53:45",""
"In1","CIZ66823F","Frank",""," ","","Lindsey","","5","","246","","0736","","09/07/2010 06:20:08",""
"In1","C-J61373F","Cheri",""," ","","Huynh","","5","","198","","1756","","19/03/2005 00:15:36",""
"In1","CJD84929M","Janine","","A","","Benjamin","","6","","152","","1622","","03/02/2006 18:05:02",""
"In1","CJG28374M","Maribel","","H","","Leblanc","","11","","150","","0736","","08/10/2001 10:14:48",""
"In1","CJI49153F","Carla",""," ","","Arroyo","","14","","100","","0877","","09/10/2002 16:02:56",""
"In1","CJI95657M","Chasity",""," ","","Aguilar","","12","","100","","1389","","22/04/2016 17:55:02",""
"In1","CJP16258M","Blanca","","R","","Mc Gee","","6","","192","","9901","","30/07/2003 03:03:33",""
"In1","CKH10477F","Raquel",""," ","","Beard","","13","","64","","1756","","05/10/2013 21:25:36",""
"In1","CKI98992M","Jeannie","","Q","","Parsons","","10","","80","","0736","","04/12/2019 13:44:14",""
"In1","CKM28123M","Wanda",""," ","","Hartman","","12","","32","","1622","","11/10/2010 01:00:28",""
"In1","CKN51244F","Lakeisha","","B","","Bradshaw","","13","","35","","9901","","24/05/2003 06:44:07",""
"In1","CKO21326F","Freddie",""," ","","Nelson","","5","","246","","0736","","09/05/2000 23:32:13",""
"In1","CKX68761F","Bethany",""," ","","Mays","","6","","220","","0736","","23/05/2002 04:59:00",""
"In1","CLE32691F","Paul",""," ","","Odom","","7","","135","","1389","","30/01/2016 23:36:20",""
"In1","CLF97598M","Dennis","","T","","Sexton","","12","","100","","1622","","14/06/2007 18:40:18",""
"In1","CLR88485F","Ben",""," ","","Rollins","","5","","150","","1756","","17/12/2007 17:57:08",""
"In1","CLV84242M","Alison",""," ","","Bridges","","2","","215","","1756","","04/04/2005 12:38:44",""
"In1","CLW15165M","Jeanette",""," ","","Glass","","13","","35","","1756","","02/06/2006 22:29:29",""
"In1","CLW79061M","Stacy","","T","","Sellers","","6","","220","","9952","","16/12/2019 23:08:26",""
"In1","CMC79763M","Damon","","T","","Osborn","","12","","100","","9952","","22/12/2018 21:44:50",""
"In1","CME95316M","Ian",""," ","","Mcgrath","","5","","159","","0877","","17/06/2005 20:50:37",""
"In1","CMJ75499F","Raymond","","S","","Barton","","10","","80","","0877","","19/03/2018 05:52:04",""
"In1","CML97680M","Sophia",""," ","","Simmons","","11","","150","","1389","","30/12/2015 07:53:07",""
"In1","CMU19442F","Shana",""," ","","Clements","","13","","35","","1756","","10/12/2014 03:25:03",""
"In1","CMV72794M","Monte",""," ","","Tate","","5","","211","","1756","","10/06/2016 08:39:04",""
"In1","CMV91898M","Alisha","","O","","Lindsey","","6","","192","","0877","","05/01/2009 08:54:27",""
"In1","CMZ90269F","Bernard","","C","","Clements","","6","","152","","1389","","12/07/2013 09:30:42",""
"In1","CNA59740M","Clarence","","A","","Wilkins","","9","","78","","0877","","02/02/2010 02:14:45",""
"In1","CNB66800F","Jermaine",""," ","","Pena","","13","","64","","1622","","28/07/2018 17:06:27",""
"In1","CNI61002M","Vickie","","S","","Lopez","","14","","35","","1389","","19/07/2009 10:03:02",""
"In1","CNO74420F","Shelly",""," ","","Robles","","10","","75","","9901","","23/03/2005 01:15:59",""
"In1","CNP91018M","Shauna",""," ","","Hobbs","","14","","89","","0877","","30/07/2017 18:31:05",""
"In1","CNR30900M","Levi","","T","","Wang","","9","","170","","0736","","27/05/2009 14:04:12",""
"In1","CNS57568F","Neil","","<NULL>","","Olson","","10","","75","","9901","","21/02/2008 15:27:25",""
"In1","CNW43426F","Mason","","H","","Butler","","4","","227","","1756","","08/12/2005 13:09:46",""
"In1","CNW59095M","Amelia","","C","","Wiggins","","11","","75","","1756","","22/03/2019 09:54:05",""
"In1","COB48596F","Lance","","A","","Cherry","","6","","140","","0736","","04/01/2019 08:21:12",""
"In1","CON76119M","Grace",""," ","","Wilkinson","","10","","87","","0736","","23/02/2014 07:27:00",""
"In1","COO82622M","Theodore",""," ","","Ortega","","11","","112","","1389","","21/03/2012 17:00:34",""
"In1","COP97901F","Latasha","","N","","Cummings","","14","","35","","1389","","24/12/2012 19:40:20",""
"In1","C-P12909M","Eugene","","H","","Hendricks","","12","","32","","0877","","06/10/2000 00:50:54",""
"In1","C-P59025M","Lynette",""," ","","Kramer","","5","","246","","1389","","21/10/2006 06:46:29",""
"In1","CPD41744F","Terrance",""," ","","Stark","","13","","35","","0877","","26/05/2016 14:06:19",""
"In1","CPE77930F","Bryon",""," ","","Olson","","6","","140","","1389","","21/04/2019 16:44:39",""
"In1","CPO76893F","Kristie","","O","","Mooney","","5","","211","","1622","","16/06/2006 23:38:46",""
"In1","CPT50424F","Dale","","C","","Gibbs","","9","","170","","9901","","08/12/2007 12:10:17",""
"In1","CPT89800F","Clayton","","S","","Bennett","","11","","150","","9999","","10/07/2011 17:03:59",""
"In1","CPU22409M","Carlos","","C","","Martinez","","9","","170","","0736","","20/07/2013 19:09:42",""
"In1","CQA38034F","Candice",""," ","","Bishop","","9","","170","","1756","","11/01/2013 03:11:20",""
"In1","CQC58739F","Randal",""," ","","Bryant","","2","","215","","9952","","09/05/2006 03:15:01",""
"In1","CQC74268F","Kathleen","","O","","Lin","","9","","170","","9901","","12/08/2006 10:11:23",""
"In1","CQD38655F","Sara","","O","","Hoffman","","5","","211","","1756","","14/01/2015 23:02:38",""
"In1","CQR48302M","Randolph","","H","","Roman","","10","","165","","1756","","24/11/2019 18:24:00",""
"In1","CQS53795M","Toby","","Q","","Reese","","14","","100","","1622","","30/11/2008 08:42:23",""
"In1","CQZ66692F","Darrell",""," ","","Sloan","","8","","125","","0877","","14/02/2015 13:32:47",""
"In1","CQZ71218F","Shelley",""," ","","Avery","","6","","140","","9901","","17/08/2011 06:21:42",""
"In1","C-R55246M","Damion",""," ","","Ponce","","12","","100","","9901","","28/01/2001 17:17:53",""
"In1","CRB50327M","Lakesha",""," ","","Mooney","","6","","152","","9901","","30/03/2002 17:07:47",""
"In1","CRE75601M","Bridget",""," ","","Rollins","","13","","35","","1756","","03/09/2008 04:36:10",""
"In1","CRT16485F","Lawanda",""," ","","Meza","","6","","220","","9999","","27/11/2004 01:18:12",""
"In1","CSF76556F","Deanna",""," ","","Barrera","","3","","200","","1756","","04/05/2006 19:00:30",""
"In1","CSG35419F","Maurice",""," ","","Callahan","","10","","75","","9901","","18/01/2006 11:42:21",""
"In1","CSG92753F","Derrick","","S","","Mcpherson","","9","","75","","9999","","03/12/2002 10:13:22",""
"In1","CSJ35018M","Candace","","B","","Chambers","","9","","78","","1622","","28/03/2004 13:19:51",""
"In1","CSM12854M","Shaun","","M","","Moss","","13","","64","","9999","","16/08/2007 23:45:50",""
